Current measurements:
dvdd vdd vprech
0.0 0.000285 9.5e-05 0.00019
1.0 0.000285 9.5e-05 0.00019
2.0 0.000285 9.5e-05 0.00019
3.0 0.000285 9.5e-05 0.00019
4.0 0.000285 9.5e-05 0.00019
5.0 0.000285 9.5e-05 0.00019
6.0 0.000285 9.5e-05 0.00019
7.0 0.000285 9.5e-05 0.00019
8.0 0.000285 9.5e-05 0.00019
9.0 0.000285 9.5e-05 0.00019
10.0 0.000285 9.5e-05 0.00019
11.0 0.000285 9.5e-05 0.00019
12.0 0.000285 9.5e-05 0.00019
13.0 0.000285 9.5e-05 0.00019
14.0 0.000285 9.5e-05 0.00019
15.0 0.000285 9.5e-05 0.00019
16.0 0.000285 9.5e-05 0.00019
17.0 0.000285 9.5e-05 0.00019
18.0 0.000285 9.5e-05 0.00019
19.0 0.000285 9.5e-05 0.00019
20.0 0.000285 9.5e-05 0.00019
21.0 0.000285 9.5e-05 0.00019
22.0 0.000285 9.5e-05 0.00019
23.0 0.000285 9.5e-05 0.00019
24.0 0.000285 9.5e-05 0.00019
25.0 0.000285 9.5e-05 0.00019
26.0 0.000285 9.5e-05 0.00019
27.0 0.000285 9.5e-05 0.00019
28.0 0.000285 9.5e-05 0.00019
29.0 0.000285 9.5e-05 0.00019
30.0 0.000285 9.5e-05 0.00019
31.0 0.000285 9.5e-05 0.00019
32.0 0.000285 9.5e-05 0.00038
33.0 0.000285 9.5e-05 0.00038
34.0 0.000285 9.5e-05 0.00038
35.0 0.000285 9.5e-05 0.00038
36.0 0.000285 9.5e-05 0.00038
37.0 0.000285 9.5e-05 0.00038
38.0 0.000285 9.5e-05 0.00038
39.0 0.000285 9.5e-05 0.00038
40.0 0.000285 9.5e-05 0.00038
41.0 0.000285 9.5e-05 0.00038
42.0 0.000285 9.5e-05 0.00038
43.0 0.000285 9.5e-05 0.00038
44.0 0.000285 9.5e-05 0.00038
45.0 0.000285 9.5e-05 0.00038
46.0 0.000285 9.5e-05 0.00038
47.0 0.000285 9.5e-05 0.00038
48.0 0.000285 9.5e-05 0.00038
49.0 0.000285 9.5e-05 0.00038
50.0 0.000285 9.5e-05 0.00038
51.0 0.000285 9.5e-05 0.00038
52.0 0.000285 9.5e-05 0.00038
53.0 0.000285 9.5e-05 0.00038
54.0 0.000285 9.5e-05 0.00038
55.0 0.000285 9.5e-05 0.00038
56.0 0.000285 9.5e-05 0.00038
57.0 0.000285 9.5e-05 0.00038
58.0 0.000285 9.5e-05 0.00038
59.0 0.000285 9.5e-05 0.00038
60.0 0.000285 9.5e-05 0.00038
61.0 0.000285 9.5e-05 0.00038
62.0 0.000285 9.5e-05 0.00038
63.0 0.000285 9.5e-05 0.00038
64.0 0.000285 9.5e-05 0.00038
65.0 0.000285 9.5e-05 0.00038
66.0 0.000285 9.5e-05 0.00038
67.0 0.000285 9.5e-05 0.00038
68.0 0.000285 9.5e-05 0.00038
69.0 0.000285 9.5e-05 0.00038
70.0 0.000285 9.5e-05 0.00038
