Current measurements:
dvdd vdd vprech
0.0 0.00019 0.0 0.00019
1.0 0.00019 0.0 0.00019
2.0 0.00019 0.0 0.00019
3.0 0.00019 0.0 0.00019
4.0 0.00019 0.0 0.00019
5.0 0.00019 0.0 0.00019
6.0 0.00019 0.0 0.00019
7.0 0.00019 0.0 0.00019
8.0 0.00019 0.0 0.00019
9.0 0.00019 0.0 0.00019
10.0 0.00019 0.0 0.00019
11.0 0.00019 0.0 0.00019
12.0 0.00019 0.0 0.00019
13.0 0.00019 0.0 0.00019
14.0 0.00019 0.0 0.00019
15.0 0.00019 0.0 0.00019
16.0 0.00019 0.0 0.00019
17.0 0.00019 0.0 0.00019
18.0 0.00019 0.0 0.00019
19.0 0.00019 0.0 0.00019
20.0 0.00019 0.0 0.00019
21.0 0.00019 0.0 0.00019
22.0 0.00019 0.0 0.00019
23.0 0.00019 0.0 0.00019
24.0 0.00019 0.0 0.00019
25.0 0.00019 0.0 0.00019
26.0 0.00019 0.0 0.00019
27.0 0.00019 0.0 0.00019
28.0 0.00019 0.0 0.00019
29.0 0.00019 0.0 0.00019
30.0 0.00019 0.0 0.00019
31.0 0.00019 0.0 0.00019
32.0 0.00019 0.0 0.00019
33.0 0.00019 0.0 0.00019
34.0 0.00019 0.0 0.00019
35.0 0.00019 0.0 0.00019
36.0 0.00019 0.0 0.00019
37.0 0.00684 0.0 0.00019
38.0 0.00684 0.0 0.00019
39.0 0.00684 0.00114 0.00019
40.0 0.00684 0.00114 0.00019
41.0 0.00684 0.00114 0.00019
42.0 0.00684 0.00114 0.00019
43.0 0.00684 0.00114 0.00019
44.0 0.00684 0.00114 0.00019
45.0 0.00684 0.00114 0.00019
46.0 0.00684 0.00114 0.00019
47.0 0.00684 0.00114 0.00019
48.0 0.00684 0.00114 0.00019
49.0 0.00684 0.00114 0.00019
50.0 0.00684 0.00114 0.00019
51.0 0.00684 0.00114 0.00019
52.0 0.00684 0.00114 0.00019
53.0 0.00684 0.00114 0.00038
54.0 0.00684 0.00114 0.00038
55.0 0.00684 0.00114 0.00038
56.0 0.00684 0.00114 0.00038
57.0 0.00684 0.00114 0.00038
58.0 0.00684 0.00114 0.00038
59.0 0.00684 0.00114 0.00038
60.0 0.00684 0.00114 0.00038
61.0 0.00684 0.00114 0.00038
62.0 0.00684 0.00114 0.00038
63.0 0.00684 0.00114 0.00038
64.0 0.00684 0.00114 0.00038
65.0 0.00684 0.00114 0.00038
66.0 0.00684 0.00114 0.00038
67.0 0.00684 0.00114 0.00038
68.0 0.00684 0.00114 0.00038
69.0 0.00684 0.00114 0.00038
70.0 0.00684 0.00114 0.00038
71.0 0.00684 0.00114 0.00038
72.0 0.00684 0.00114 0.00038
73.0 0.00684 0.00114 0.00038
74.0 0.00684 0.00114 0.00038
75.0 0.00684 0.00114 0.00038
76.0 0.00684 0.00114 0.00038
77.0 0.00684 0.00114 0.00038
78.0 0.00684 0.00114 0.00038
79.0 0.00684 0.00114 0.00038
80.0 0.00684 0.00114 0.00038
81.0 0.00684 0.00114 0.00038
82.0 0.00684 0.00114 0.00038
83.0 0.00684 0.00114 0.00038
84.0 0.00684 0.00114 0.00038
85.0 0.00684 0.00114 0.00038
86.0 0.00684 0.00114 0.00038
87.0 0.00684 0.00114 0.00038
88.0 0.00684 0.00114 0.00038
89.0 0.00684 0.00114 0.00038
90.0 0.00684 0.00114 0.00038
91.0 0.00684 0.00114 0.00038
92.0 0.00684 0.00114 0.00038
93.0 0.00684 0.00114 0.00038
94.0 0.00684 0.00114 0.00038
95.0 0.00684 0.00114 0.00038
96.0 0.00684 0.00114 0.00038
97.0 0.00684 0.00114 0.00038
98.0 0.00684 0.00114 0.00038
99.0 0.00684 0.00114 0.00038
100.0 0.00684 0.00114 0.00038
101.0 0.00684 0.00114 0.00038
102.0 0.00684 0.00114 0.00038
103.0 0.00684 0.00114 0.00038
104.0 0.00684 0.00114 0.00038
105.0 0.00684 0.00114 0.00038
106.0 0.00684 0.00114 0.00038
107.0 0.00684 0.00114 0.00038
108.0 0.00684 0.00114 0.00038
109.0 0.00684 0.00114 0.00038
110.0 0.00684 0.00114 0.00038
111.0 0.00684 0.00114 0.00038
112.0 0.00684 0.00114 0.00038
113.0 0.00684 0.00114 0.00038
114.0 0.00684 0.00114 0.00038
115.0 0.00684 0.00114 0.00038
116.0 0.00684 0.00114 0.00038
117.0 0.00684 0.00114 0.00038
118.0 0.00684 0.00114 0.00038
119.0 0.00684 0.00114 0.00038
120.0 0.00684 0.00114 0.00038
121.0 0.00684 0.00114 0.00038
122.0 0.00684 0.00114 0.00038
123.0 0.00684 0.00114 0.00038
124.0 0.00684 0.00114 0.00038
125.0 0.00684 0.00114 0.00038
126.0 0.00684 0.00114 0.00038
127.0 0.00684 0.00114 0.00038
128.0 0.00684 0.00114 0.00038
129.0 0.00684 0.00114 0.00038
130.0 0.00684 0.00114 0.00038
131.0 0.00684 0.00114 0.00038
132.0 0.00684 0.00114 0.00038
133.0 0.00684 0.00114 0.00038
134.0 0.00684 0.00114 0.00038
135.0 0.00684 0.00114 0.00038
136.0 0.00684 0.00114 0.00038
137.0 0.00684 0.00114 0.00038
138.0 0.00684 0.00114 0.00038
139.0 0.00684 0.00114 0.00038
140.0 0.00684 0.00114 0.00038
141.0 0.00684 0.00114 0.00038
142.0 0.00684 0.00114 0.00038
143.0 0.00684 0.00114 0.00038
144.0 0.00684 0.00114 0.00038
145.0 0.00684 0.00114 0.00038
146.0 0.00684 0.00114 0.00038
147.0 0.00684 0.00114 0.00038
148.0 0.00684 0.00114 0.00038
149.0 0.00684 0.00114 0.00038
150.0 0.00684 0.00114 0.00038
151.0 0.00684 0.00114 0.00038
152.0 0.00684 0.00114 0.00038
153.0 0.00684 0.00114 0.00038
154.0 0.00684 0.00114 0.00038
155.0 0.01197 0.00114 0.00038
156.0 0.01197 0.00114 0.00038
157.0 0.01197 0.00114 0.00038
158.0 0.01197 0.00114 0.00038
159.0 0.01197 0.00114 0.00038
160.0 0.01197 0.00114 0.00038
161.0 0.01197 0.00114 0.00038
162.0 0.01197 0.00114 0.00038
163.0 0.01197 0.00114 0.00038
164.0 0.01197 0.00114 0.00038
165.0 0.01197 0.00114 0.00038
166.0 0.01197 0.00114 0.00038
167.0 0.01197 0.00114 0.00038
168.0 0.01197 0.00114 0.00038
169.0 0.01197 0.002375 0.00038
170.0 0.01197 0.002375 0.000665
171.0 0.01197 0.002375 0.000665
172.0 0.01197 0.002375 0.000665
173.0 0.01197 0.002375 0.000665
174.0 0.01197 0.002375 0.000665
175.0 0.01197 0.002375 0.000665
176.0 0.01197 0.002375 0.000665
177.0 0.01197 0.002375 0.000665
178.0 0.01197 0.002375 0.000665
179.0 0.01197 0.002375 0.000665
180.0 0.01197 0.002375 0.000665
181.0 0.01197 0.002375 0.000665
182.0 0.01197 0.002375 0.000665
183.0 0.01197 0.002375 0.000665
184.0 0.01197 0.002375 0.000665
185.0 0.01197 0.002375 0.000665
186.0 0.01197 0.002375 0.000665
187.0 0.01197 0.002375 0.000665
188.0 0.01197 0.002375 0.000665
189.0 0.01197 0.002375 0.000665
190.0 0.01197 0.002375 0.000665
191.0 0.01197 0.002375 0.000665
192.0 0.01197 0.002375 0.000665
193.0 0.01197 0.002375 0.000665
194.0 0.01197 0.002375 0.000665
195.0 0.01197 0.002375 0.000665
196.0 0.01197 0.002375 0.000665
197.0 0.01197 0.002375 0.000665
198.0 0.01197 0.002375 0.000665
199.0 0.01197 0.002375 0.000665
200.0 0.01197 0.002375 0.000665
201.0 0.01197 0.002375 0.000665
202.0 0.01197 0.002375 0.000665
203.0 0.01197 0.002375 0.000665
204.0 0.01197 0.002375 0.000665
205.0 0.01197 0.002375 0.000665
206.0 0.01197 0.002375 0.000665
207.0 0.01197 0.002375 0.000665
208.0 0.01197 0.002375 0.000665
209.0 0.01197 0.002375 0.000665
210.0 0.01197 0.002375 0.000665
211.0 0.01197 0.002375 0.000665
212.0 0.01197 0.002375 0.000665
213.0 0.01197 0.002375 0.000665
214.0 0.01197 0.002375 0.000665
215.0 0.01197 0.002375 0.000665
216.0 0.01197 0.002375 0.000665
217.0 0.01197 0.002375 0.000665
218.0 0.01197 0.002375 0.000665
219.0 0.01197 0.002375 0.000665
220.0 0.01197 0.002375 0.000665
221.0 0.01197 0.002375 0.000665
222.0 0.01197 0.002375 0.000665
223.0 0.01197 0.002375 0.000665
224.0 0.01197 0.002375 0.000665
225.0 0.01197 0.002375 0.000665
226.0 0.01197 0.002375 0.000665
227.0 0.01197 0.002375 0.000665
228.0 0.01197 0.002375 0.000665
229.0 0.01197 0.002375 0.000665
230.0 0.01197 0.002375 0.000665
231.0 0.01197 0.002375 0.000665
232.0 0.01197 0.002375 0.000665
233.0 0.01197 0.002375 0.000665
234.0 0.01197 0.002375 0.000665
235.0 0.01197 0.002375 0.000665
